"Participant","Experiment_StartDate","Experiment_Duration","Mobile","Gender","Age","SexualOrientation","Ethnicity","DemandCharcateristics_Condition","Fiction_Expectations","Feedback_BigDifferenceRealAI","Feedback_SmallDifferenceRealAI","Feedback_NoDifferenceRealAI","Feedback_LabelsNotCorrect","Feedback_LabelsReversed","Feedback_LabelsAllPhotos","Feedback_LabelsAllAI","Feedback_ConfidenceReal","Feedback_ConfidenceFake","Experiment_Enjoyment","Experiment_Quality","Experiment_Unusual","Experiment_PerceptionChange","Experiment_Feedback","BAIT_AI_Knowledge","BAIT_AI_Use","BAIT_5_ImitatingReality","BAIT_3_VideosIssues","BAIT_12_Benefit","BAIT_9_Dangerous","BAIT_11_Exciting","BAIT_2_ImagesIssues","BAIT_13_ArtIssues","BAIT_10_Worry","BAIT_6_EnvironmentReal","BAIT_8_TextIssues","BAIT_14_ArtRealistic","BAIT_AttentionCheck","BAIT_7_TextRealistic","BAIT_1_ImagesRealistic","BAIT_4_VideosRealistic","BAIT_2_ImagesIssues_rev","BAIT_3_VideosIssues_rev","BAIT_8_TextIssues_rev","BAIT_13_ArtIssues_rev","BAIT_9_Dangerous_rev","BAIT_10_Worry_rev","BAIT_Images","BAIT_Videos","BAIT_Text","BAIT_Art","BAIT_Attitude","BAIT_Reality","BAIT_total","MIST_fake_general_4","MIST_real_general_3","MIST_real_general_4","MIST_real_general_2","MIST_real_general_1","MIST_fake_general_2","MIST_fake_general_1","MIST_fake_general_3","MIST_totalcorrect","BRS_5","BRS_1","BRS_20","BRS_10","BRS_7","BRS_8","BRS_3","BRS_2","BRS_18","BRS_19","BRS_15","BRS_14","BRS_13","BRS_Attention","BRS_12","BRS_4","BRS_17","BRS_11","BRS_6","BRS_9","BRS_16","BRS_Total","Questionnaires_AttentionCheck","Task_AttentionCheck"
"S229","2025-10-02 14:16:41",20.1117166666667,"false","Woman",19,"Bisexual","South Asian","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,3,"A few times per month",4,3,2,4,3,4,6,6,2,5,2,1,3,3,5,2,3,1,0,2,0,2.5,4,2,1,1.75,3,2.375,14,-46,-11,-26,10,47,47,48,1,1,3,4,3,2,4,2,2,4,5,5,4,5,1,3,2,1,4,3,1,3,3.05,1,0.777777777777778
"S148","2025-10-01 11:19:20",25.6621666666667,"false","Woman",19,"Heterosexual","Mixed","More attractive","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"Once a day",1,4,3,3,3,4,4,3,4,3,4,1,3,6,4,2,2,3,2,3,3,4,3,3,3,3,2.5,3.08333333333333,-45,21,-8,-50,-2,1,-16,-9,4,3,3,4,1,3,3,2,3,5,3,1,4,4,1,4,4,2,5,2,2,3,3.05,1,0.888888888888889
"S128","2025-09-30 18:19:04",21.9334666666667,"false","Woman",19,"Bisexual","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",4,5,1,5,3,1,5,4,4,3,2,1,4,6,3,5,1,3,1,1,2,5.5,2,3.5,1.5,1.75,4,3.04166666666667,-68,38,65,44,11,15,-67,-47,7,3,3,2,2,2,3,3,2,4,5,4,5,4,1,3,2,3,4,2,1,5,3.1,1,0.888888888888889
"S024","2025-09-29 13:20:25",20.3383166666667,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",4,4,3,6,2,1,6,6,4,6,0,1,0,5,5,5,2,0,0,0,0,5,3.5,0,0,1.25,4,2.29166666666667,-56,-65,-63,65,-64,-56,27,-85,4,3,5,5,3,3,3,5,4,5,2,3,5,4,1,2,4,3,4,5,5,4,3.85,1,1
"S036","2025-09-29 13:22:55",26.4292833333333,"false","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",4,2,1,4,2,4,6,5,2,2,1,1,4,4,4,2,4,4,0,2,1,3,4,4,0.5,1.5,3,2.66666666666667,-87,32,42,-10,18,14,11,-82,5,1,2,5,4,1,1,1,1,5,1,1,4,5,1,2,1,1,4,1,1,2,2.2,1,0.666666666666667
"S259","2025-10-02 14:19:39",21.32525,"false","Woman",19,"Prefer not to say","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,NA,3,NA,NA,NA,NA,3,"Never",3,5,3,6,2,4,6,6,4,4,0,1,4,5,5,2,1,2,0,0,0,3.5,3,3,0,1.25,3.5,2.375,-100,100,81,27,-100,-38,17,-80,6,2,4,5,3,3,4,1,1,5,4,5,4,4,1,4,1,4,4,2,1,3,3.2,1,0.222222222222222
"S120","2025-09-30 18:18:16",18.9770333333333,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per week",0,6,3,6,1,4,6,5,0,6,6,1,5,6,6,2,0,0,0,0,1,4,3,2.5,3,1.25,0,2.29166666666667,-29,-17,100,76,-100,100,32,69,3,3,2,1,2,4,2,1,1,5,5,3,5,4,1,5,2,1,5,1,1,2,2.75,1,1
"S028","2025-09-29 13:21:02",19.3927833333333,"false","Woman",23,"Bisexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,4,"A few times per week",2,2,0,6,4,2,6,6,4,2,2,1,6,3,4,4,4,4,0,0,0,3.5,4,5,1,1,3,2.91666666666667,-97,57,-46,20,-53,-20,16,-97,5,1,1,2,3,1,1,1,1,1,4,4,4,3,1,1,2,2,3,1,1,3,2,1,0.777777777777778
"S321","2025-10-03 14:17:51",19.9441666666667,"false","Woman",20,"Homosexual","White","Less attractive","I have no expectations",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,"Never",3,5,1,4,3,5,6,4,2,5,0,1,0,1,1,1,1,1,0,2,2,1,1,0.5,0,2,2.5,1.16666666666667,-100,-29,56,61,18,33,16,-100,5,1,3,1,3,1,1,1,1,1,3,3,1,1,1,3,1,1,1,2,2,5,1.8,1,1
"S022","2025-09-29 13:20:19",29.9592166666667,"false","Woman",19,"Heterosexual","Mixed","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",1,4,2,5,3,3,3,4,1,4,3,1,2,5,3,3,2,2,3,1,2,4,2.5,2,3,2,1,2.41666666666667,43,-48,30,20,-32,-28,-7,24,4,2,3,3,2,1,3,1,1,5,5,4,4,3,1,3,2,1,2,1,1,3,2.5,1,0.888888888888889
"S192","2025-10-02 09:18:47",39.8906333333333,"false","Woman",20,"Bisexual","White","Control",NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,"I found the measuring of someone's attractiveness on face value difficult as I think I attribute personality a lot towards someone's overall attractiveness.",2,"Never",2,5,0,6,0,4,6,6,2,5,0,1,2,3,3,2,1,1,0,0,0,2.5,2,1.5,0,0,2,1.33333333333333,-85,85,50,5,25,-80,10,-85,7,2,4,5,3,3,5,4,2,3,3,4,5,2,1,4,4,1,3,3,3,4,3.35,1,0.888888888888889
"S230","2025-10-02 14:16:48",22.1275666666667,"false","Woman",19,"Bisexual","White","More attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",3,4,3,5,3,3,6,4,4,5,1,1,3,4,4,3,2,1,0,1,2,3.5,3,2,0.5,2.25,3.5,2.45833333333333,-24,-27,16,-8,-15,13,-22,-39,4,4,4,5,1,2,2,1,3,2,4,4,1,1,0,3,5,2,2,4,3,4,2.85,0.5,0.555555555555556
"S314","2025-10-03 14:17:33",25.7856166666667,"false","Man",20,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",4,1,4,5,4,0,5,6,5,3,6,1,5,6,6,6,5,3,1,1,0,6,5.5,4,3.5,2.25,4.5,4.29166666666667,-100,100,100,-42,-43,-59,42,49,4,2,2,4,3,3,2,2,3,4,5,2,5,5,1,4,2,5,4,2,1,5,3.25,1,0.222222222222222
"S225","2025-10-02 14:14:22",28.2797166666667,"false","Man",19,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"Once a day",5,6,6,6,6,5,6,6,6,5,3,1,4,6,6,1,0,1,0,0,0,3.5,3,2.5,1.5,3,5.5,3.16666666666667,-100,100,64,0,55,-50,33,-83,6,1,3,4,2,2,2,2,2,3,3,3,4,3,1,2,1,3,4,1,1,3,2.45,1,0.555555555555556
"S324","2025-10-03 14:18:00",18.7604833333333,"false","Woman",20,"Heterosexual","Middle Eastern/North African","More attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,0,"A few times per month",4,6,3,3,6,5,3,4,3,5,4,1,4,3,3,1,0,1,3,3,2,2,1.5,2.5,3.5,3.5,3.5,2.75,-100,2,50,-3,-50,-100,-23,-100,6,3,3,3,3,2,3,3,3,1,5,3,5,5,1,4,4,4,4,3,3,2,3.3,1,0.222222222222222
"S264","2025-10-02 14:20:58",27.9221333333333,"false","Woman",20,"Homosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"Never",1,2,2,5,1,3,6,6,2,4,0,1,3,4,4,3,4,2,0,1,0,3.5,4,2.5,0,1,1.5,2.08333333333333,-51,36,-15,-73,-14,-61,22,-67,4,3,3,4,1,2,4,3,4,5,3,5,2,2,1,2,1,2,2,2,2,2,2.7,1,0.555555555555556
"S019","2025-09-29 13:19:54",22.8376166666667,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,2,NA,NA,NA,NA,NA,3,"A few times per month",5,4,1,6,2,3,6,6,4,4,0,1,1,5,3,3,2,2,0,0,0,4,2.5,1.5,0,0.75,4.5,2.20833333333333,-90,50,85,-20,15,-5,-20,-80,7,2,2,2,3,2,3,2,2,5,4,3,5,4,1,4,1,2,4,2,1,4,2.85,1,0.666666666666667
"S244","2025-10-02 14:17:28",21.3016666666667,"false","Woman",19,"Heterosexual","White","More attractive","I have no expectations",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,3,2,NA,NA,NA,NA,2,"A few times per month",4,2,0,5,2,2,1,3,3,5,0,1,2,4,5,4,4,1,5,1,3,4,4.5,1.5,2.5,1.5,3.5,2.91666666666667,-51,56,43,62,-67,19,-15,28,5,2,3,2,1,2,3,1,2,4,3,3,4,4,1,2,2,2,4,3,1,2,2.5,1,0.888888888888889
"S021","2025-09-29 13:20:03",21.5404833333333,"false","Man",21,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per week",1,5,5,4,4,4,5,5,5,5,3,1,2,4,6,2,1,1,1,2,1,3,3.5,1.5,2,3,3,2.66666666666667,-79,52,16,49,-76,44,29,-24,5,2,2,4,3,2,3,3,3,5,5,5,3,5,1,5,3,5,4,2,1,4,3.45,1,0.444444444444444
"S260","2025-10-02 14:20:18",19.51265,"false","Man",21,"Heterosexual","South Asian","Control",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,3,NA,NA,NA,NA,3,"A few times per day",6,2,4,6,5,0,5,5,5,4,2,1,4,6,6,6,4,2,1,0,1,6,5,3,1.5,2.5,5.5,3.91666666666667,-64,20,77,35,40,46,-48,54,6,1,2,4,4,2,3,2,2,4,3,4,4,3,1,4,2,2,4,2,2,2,2.8,1,0.444444444444444
"S157","2025-10-01 11:19:45",26.9034,"false","Woman",19,"Queer","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,4,"A few times per month",4,2,2,6,1,3,6,6,5,4,0,1,3,4,3,3,4,2,0,0,0,3.5,3.5,2.5,0,0.75,4.5,2.45833333333333,-98,23,40,21,26,-74,35,-71,7,2,3,2,2,1,3,5,3,4,3,3,3,2,1,4,2,2,4,1,1,2,2.6,1,0.777777777777778
"S078","2025-09-30 16:14:40",25.9703166666667,"false","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"A few times per month",2,4,3,5,2,3,6,6,4,2,1,1,3,5,2,3,2,4,0,1,0,4,2,3.5,0.5,1.5,3,2.41666666666667,-64,60,88,32,26,-40,50,-88,7,3,3,4,2,3,3,2,1,4,4,3,4,4,1,4,2,4,3,2,1,4,3,1,0.666666666666667
"S139","2025-10-01 11:12:30",20.0166666666667,"false","Woman",21,"Heterosexual","Middle Eastern/North African","Less attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per week",6,5,4,4,5,2,6,6,5,4,2,1,6,6,6,4,1,2,0,2,0,5,3.5,4,1,2.75,5.5,3.625,-50,-47,62,59,23,-53,48,-55,6,4,4,5,3,2,4,3,5,2,4,3,5,3,1,5,4,5,4,3,3,4,3.75,1,1
"S278","2025-10-03 11:17:33",17.09145,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,5,"Once a day",3,5,4,2,6,5,4,2,4,5,3,1,5,3,3,1,1,1,2,4,4,2,2,3,2.5,4.5,3.5,2.91666666666667,-100,45,100,-60,-100,-100,39,-100,5,4,3,4,2,3,4,3,3,4,3,3,5,3,1,4,2,1,4,4,4,5,3.4,1,0.777777777777778
"S170","2025-10-01 11:20:33",29.3711166666667,"false","Woman",19,"Prefer not to say","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,1,"Never",4,2,2,5,1,4,6,5,4,5,1,1,2,5,4,2,4,1,0,1,1,3.5,4,1.5,0.5,1.25,4,2.45833333333333,-87,7,66,57,-30,-100,-63,-90,7,3,4,4,3,3,4,4,3,5,5,5,5,5,1,4,2,3,4,2,4,4,3.8,1,1
"S074","2025-09-30 16:14:33",23.3403333333333,"false","Woman",20,"Bisexual","White","Self Expectations","I have no expectations",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per month",2,3,0,3,1,1,6,4,3,4,0,1,3,2,3,5,3,2,0,3,2,3.5,3,2.5,0,1.5,2.5,2.16666666666667,9,33,61,-66,-67,-38,29,-30,4,3,3,5,3,3,3,4,4,4,2,5,4,4,0,4,2,1,3,2,3,2,3.2,0.5,0.888888888888889
"S105","2025-09-30 16:18:38",24.02765,"false","Woman",20,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per week",4,2,2,4,5,1,5,5,5,3,4,1,1,6,5,5,4,3,1,2,1,5.5,4.5,2,2.5,2.5,4.5,3.58333333333333,-60,-1,-51,-82,21,60,-74,-100,4,3,3,4,4,3,4,2,3,4,4,4,5,5,1,3,4,1,4,2,2,3,3.35,1,1
"S318","2025-10-03 14:17:42",24.5367666666667,"false","Woman",18,"Homosexual","Prefer not to say","More attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,0,NA,NA,NA,"I don't know if this is particularly ideal for a few reasons. Personally, being a lesbian, I won't find the men, AI-generated or otherwise, particularly attractive. I also felt bad rating the photographs as ugly or beautiful or not, which may hamper genuine responses. It was interesting to take part in, though, if not stressful.",1,"A few times per month",0,0,2,5,6,3,3,5,5,3,0,1,1,6,6,3,6,3,3,1,1,4.5,6,2,1.5,2.5,2.5,3.16666666666667,0,40,80,44,-28,-17,-48,40,6,2,4,5,1,1,1,2,2,5,4,3,5,5,1,4,3,4,5,1,1,5,3.15,1,1
"S335","2025-10-03 14:20:09",21.6937333333333,"false","Woman",19,"Heterosexual","White","Less attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"It did not feel nice to rate the pictures, whether they were real or not",3,"A few times per week",2,4,0,4,4,2,5,4,2,3,1,1,1,4,3,4,2,3,1,2,2,4,2.5,2,1,2,2,2.25,-48,24,52,-42,-34,26,22,27,3,4,3,4,2,3,3,4,2,3,4,3,4,5,1,4,4,4,2,2,1,4,3.25,1,1
"S284","2025-10-03 11:17:51",22.2219666666667,"false","Woman",20,"Bisexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"A few times per week",3,4,3,3,4,3,5,4,4,4,1,1,4,5,3,3,2,2,1,3,2,4,2.5,3,1,3,3.5,2.83333333333333,-68,15,72,17,0,-15,5,-4,6,2,2,2,3,4,4,4,2,4,3,2,2,2,1,3,3,3,3,5,4,3,3,1,1
"S199","2025-10-02 09:19:23",24.8364,"false","Woman",19,"Heterosexual","Black","Self Expectations","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",5,3,3,4,3,4,3,3,5,3,4,0,3,5,4,2,3,3,3,2,3,3.5,3.5,3,3.5,2.75,5,3.54166666666667,-20,-26,11,-17,7,-35,6,-7,5,2,3,3,2,3,3,4,3,1,2,3,4,5,1,2,4,4,3,5,4,2,3.1,0.5,0.888888888888889
"S296","2025-10-03 11:19:17",31.99275,"false","Woman",21,"Bisexual","Mixed","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5,NA,2,NA,NA,NA,NA,5,"Never",3,6,0,6,1,5,6,6,2,6,0,1,2,5,4,1,0,0,0,0,0,3,2,1,0,0.25,2.5,1.45833333333333,-100,16,96,25,7,-93,68,-93,7,1,1,5,2,1,2,1,2,2,1,4,5,2,1,5,1,1,4,1,1,2,2.2,1,0.666666666666667
"S122","2025-09-30 18:18:18",26.8705833333333,"false","Woman",20,"Prefer not to say","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"A few times per week",2,1,3,6,2,1,5,6,4,4,2,0,3,4,5,5,5,2,1,0,0,4.5,5,2.5,1.5,1.25,3,2.95833333333333,-65,6,21,5,8,-18,20,-6,7,2,5,4,3,2,1,2,1,1,4,2,1,4,1,4,3,1,3,3,1,2,2.45,0.5,0.111111111111111
"S158","2025-10-01 11:19:47",35.93055,"false","Woman",20,"Bisexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",4,2,2,5,3,0,5,5,6,4,0,1,4,6,6,6,4,2,1,1,1,6,5,3,0.5,1.75,5,3.54166666666667,-100,36,58,62,42,-52,-40,-100,8,2,2,5,4,2,5,2,4,5,5,5,5,4,1,4,2,4,4,2,4,2,3.6,1,0.666666666666667
"S150","2025-10-01 11:19:23",23.7747666666667,"false","Woman",19,"Bisexual","East Asian","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",3,5,0,5,1,1,6,5,2,5,0,1,4,4,3,5,1,1,0,1,1,4.5,2,2.5,0,0.75,2.5,2.04166666666667,-32,24,-35,42,44,-61,38,-46,6,3,3,3,2,2,3,2,3,4,3,4,4,1,1,2,3,2,4,2,2,2,2.7,1,1
"S282","2025-10-03 11:17:46",34.1408833333333,"false","Non-binary",21,"Queer","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,"Made me realize I can't tell between photos and AI as easily as I thought I could - scary.",2,"A few times per month",2,4,0,6,0,2,6,6,0,4,0,1,5,6,6,4,2,2,0,0,0,5,4,3.5,0,0,1,2.25,-100,60,100,-87,76,-82,41,-84,6,1,3,5,1,1,3,1,2,5,3,3,5,5,1,2,3,4,5,1,1,4,2.9,1,0.888888888888889
"S126","2025-09-30 18:18:51",23.4988666666667,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,4,"A few times per day",3,3,4,4,3,4,5,4,4,1,2,0,5,5,3,2,3,5,1,2,2,3.5,3,5,1.5,2.75,3.5,3.20833333333333,12,-17,18,21,5,0,18,-6,5,3,2,2,2,3,4,5,3,2,4,2,4,4,1,4,2,4,2,3,4,1,3,0.5,0.444444444444444
"S301","2025-10-03 11:22:08",27.7953333333333,"false","Man",20,"Heterosexual","White","Control",NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,NA,3,NA,NA,NA,NA,3,"A few times per week",3,4,1,4,3,4,6,4,3,4,1,0,2,2,4,2,2,2,0,2,2,2,3,2,0.5,2,3,2.08333333333333,-87,63,-29,-75,-19,-58,100,-80,4,1,3,4,1,1,4,1,1,4,3,2,3,1,1,4,2,3,3,1,4,4,2.5,0.5,0.666666666666667
"S217","2025-10-02 09:22:47",17.2308666666667,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per week",4,2,4,4,5,3,6,5,5,4,5,1,2,5,5,3,4,2,0,2,1,4,4.5,2,2.5,3,4.5,3.41666666666667,49,63,-48,-48,-61,-35,63,46,2,3,3,4,4,1,2,3,2,2,4,4,4,4,1,5,3,2,3,4,1,4,3.1,1,0.888888888888889
"S327","2025-10-03 14:18:27",22.1694166666667,"false","Woman",19,"Heterosexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"Once a day",6,4,2,4,2,2,5,4,2,3,2,1,4,5,2,4,2,3,1,2,2,4.5,2,3.5,1.5,2,4,2.91666666666667,-100,77,-63,13,8,-57,55,-64,6,3,3,5,2,2,3,2,2,5,4,4,5,3,1,4,2,4,3,2,2,4,3.2,1,0.555555555555556
"S325","2025-10-03 14:18:06",16.1582666666667,"false","Woman",19,"Bisexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,5,"Never",0,5,1,6,2,2,6,6,4,6,0,1,1,2,3,4,1,0,0,0,0,3,2,0.5,0,0.75,2,1.375,32,41,37,24,-23,-54,40,49,4,4,5,5,5,5,4,3,3,5,4,5,5,5,1,4,5,5,5,3,3,5,4.4,1,1
"S285","2025-10-03 11:18:06",23.4167,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,1,"A few times per week",4,4,4,6,5,2,3,6,3,5,4,1,5,5,4,4,2,1,3,0,0,4.5,3,3,3.5,2.25,3.5,3.29166666666667,-91,7,32,74,20,-78,-15,-90,8,4,3,2,2,3,3,3,2,2,3,3,2,3,1,2,2,2,2,4,3,2,2.6,1,0.555555555555556
"S003","2025-09-29 13:17:31",25.9078666666667,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",3,3,3,4,3,2,5,4,5,3,2,1,4,4,4,4,3,3,1,2,2,4,3.5,3.5,1.5,2.5,4,3.16666666666667,-66,42,-52,-81,41,5,43,-19,4,2,3,4,2,3,2,3,2,5,5,3,5,5,1,2,1,4,4,2,2,4,3.15,1,0.888888888888889
"S169","2025-10-01 11:20:29",22.9046166666667,"false","Woman",20,"Bisexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",4,5,3,2,4,5,4,5,3,5,3,1,5,4,5,1,1,1,2,4,1,2.5,3,3,2.5,3,3.5,2.91666666666667,-26,-7,32,8,21,-22,-27,-29,7,2,1,1,3,2,1,1,1,1,5,5,5,5,1,4,2,3,1,4,1,5,2.65,1,0.777777777777778
"S077","2025-09-30 16:14:38",31.21905,"false","Woman",21,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",3,2,4,5,4,2,1,6,2,4,5,1,2,6,5,4,4,2,5,1,0,5,4.5,2,5,2.25,2.5,3.54166666666667,-95,90,95,-60,-15,-90,50,-65,5,1,4,5,1,4,2,2,1,4,4,4,5,5,1,4,3,2,3,3,3,1,3.05,1,0.666666666666667
"S215","2025-10-02 09:22:10",29.6837666666667,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"A few times per week",4,5,1,4,3,0,6,4,2,3,2,1,6,6,5,6,1,3,0,2,2,6,3,4.5,1,2,3,3.25,-65,60,-96,-72,-87,38,61,-97,3,2,2,2,2,2,2,2,1,1,2,3,3,2,1,1,2,1,1,1,1,2,1.75,1,0.777777777777778
"S270","2025-10-02 18:07:13",19.5489,"false","Woman",20,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"Never",4,4,1,6,0,2,6,6,3,3,0,1,4,5,4,4,2,3,0,0,0,4.5,3,3.5,0,0.25,3.5,2.45833333333333,-100,25,83,31,44,-81,81,-66,7,2,2,4,2,2,3,3,2,5,5,5,5,5,1,4,3,3,4,3,2,3,3.35,1,0.777777777777778
